id,keyword,location,text
1810,fire,"Illinois, USA","It doesn’t matter if it was one person or several hundred people, anyone who starts a fire on…"
1811,fire,"Glendale, Ca",Tfw ur buildings on fire. https://t.co/4HAIN43TZ4
1812,fire,OnFreedomRoad.com,"#GunFreeZones 9/11 vs Cal Fires So is this an attack on America? Say, like 9/11. The same questions must be ask… https://t.co/mmKWWbZhj7"
1813,fire,,"Fire them all on the top 3 floors of the FBI! Take all computers, cell phones, copy machi… https://t.co/48ldhnbs0R"
1924,fire,Norwich UK,Today me and Christian are dedicating our sign language song to everyone in Australia who is affected by the bush fire…
1925,fire,United States,"Linking the bushfire disaster in NSW to climate change is ""an absolute nonsense"" and reducing fuel loads in the Australi…"
1926,fire,"Sydney, Australia","I imagine Tony will just say that the bush fires are all part of god's plan, very much doubt he will… https://t.co/ubU3i0ql5P"
1927,fire,"Hell,Hades,Mictlan,Tartarus",I wonder how many homes could have been saved in the bush fires if the LNP was not in power #auspol
1928,fire,UK,"Ever since it came out that bush fires in Australia are caused by arsonists, not by ""climate crisis"", the BBC appear a lot…"
1929,fire,United Kingdom,Can the year 9’s from who are part of my cohort “navigate” themselves as an injured &amp;… https://t.co/jrci7YAb7H
1930,fire,"North Perth, Perth (WA)",For those outside of Aust who wonder how well ever come back from these fires or how some can sound optimistic. Here is Woodg…
1931,fire,Islas Canarias,More like an ill considered change in bush management and multiple fires set by arsonists.
1932,fire,Wangal Country,"So apparently the solution to bush fires is to chop down all the trees, clear all the land, sell to developers to build wh…"
1933,fire,,Murdoch criticises the science of the Australian Bush Fires causes then donates to the relief fund. https://t.co/5r4L1EYyOn
1934,fire,"England, United Kingdom 🏴󠁧󠁢","""Jimmy escaped the fires, but not the pain of devastating loss"" We don’t really have the capacity to grasp this much loss — no…"
1935,fire,Australia,Lucy Turnbull hops on board the climate-change/bush-fires bandwagon https://t.co/YV9RdxKZuz
1936,fire,"Queensland, Australia",Video About Australian Bush Fires Has Been Up For A While! Give It Some Love! 💗🙏 #fightthefires https://t.co/bEUByX129H
1937,fire,,We might end up the only 3rd world country where you can drink the water you get 450 a wk on the pension m… https://t.co/3YefawJ24m
1938,fire,,Australian guy has been helping koalas after the bush fires https://t.co/ceAr6A6HGO
1939,fire,Sydney,Oh this is in Australia because of bush fires! But yeah. Welcome to our future.
1940,fire,Cascadia,A 1.5-million-acre “megafire” is threatening Australia. Indonesia is dealing with deadly floods. We cannot keep avoiding…
1941,fire,"Harrogate, England",Here at the EU a gaggle of MEPs are debating the Australian bush fires It’s as sparsely populated as the Outback in her…
1942,fire,uk,Australia fires: Aboriginal planners say the bush 'needs to burn' https://t.co/Y835jVr9Dr
1943,fire,"New South Wales, Australia",Can anyone let me know who is taking charge of all this hundreds of Donations. They have come from all round the wo… https://t.co/K6MrPGPwB6
1944,fire,,Rural Fire Service volunteer firefighter rescues a possum fleeing one of Australia's raging bush fires. More than 1 billion animal…
1945,fire,"Chester, England","2019 is officially Australia’s hottest year on record, &amp; with that has brought an earlier start to bush fire season… https://t.co/fW2N3fuyzu"
1946,fire,West Sussex.,"It’s very clear. Like the bush Fires climate change, racism, Brexit and Farage are to blame."
1947,fire,Pan Africa,are offering 2 people the chance to WIN a 3-night stay at their bush home in South Africa. Every $20… https://t.co/5QXFjSZzvR
1948,fire,"Paris, France",It is not just an Australian problem. We need #ClimateActionNow #AustraliaOnFire #TheFutureWeChoose …
1949,fire,,Australia fires: Aboriginal planners say the bush 'needs to burn' https://t.co/omtA1WI6HU
1950,fire,,"I have nothing to promote but you can follow me if you’d like, would also greatly appreciate if you could donate to… https://t.co/RmvChRlAXD"
1951,fire,"Sydney, New South Wales",was concerned that every time a question would be ask about the Bush Fires Morrison…
1952,fire,"Sydney, Australia.",I wonder how many homes could have been saved in the bush fires if the LNP was not in power #auspol
1953,fire,,This is what smoke blown in from bad bush fires look like
1954,fire,Australia,All animals will survive &amp; increase they have in the 6 bush fires I have experienced in Australia &amp; vegetation reg… https://t.co/YyPLUu0Gko
1955,fire,,Imagine being so stupid you think bush fires are the same as house fires 🔥
1956,fire,"London, England",The bush fires destruction of nature and wildlife in Australia has hit home hard with many of us we thought it only ap…
1957,fire,"Gippsland Victoria, Australia",While the destruction of wildlife in the bush fires is horrific and distressing. The sight of two kookaburras early th…
1958,fire,,was concerned that every time a question would be ask about the Bush Fires Morr… https://t.co/lVOBB0M5ax
1959,fire,west shoreline Lake Michigan,Thank you to everyone who has bought a charity phone case so far to support the wildlife victims of Australia’s worst ever…
1960,fire,Glasgow,I had a dream that they were shooting 'I'm a Celeb' during the Oz Bush Fires. I'll let you construct your own jok… https://t.co/jvQCQGF8W5
1961,fire,"Witney, Oxfordshire",Australia fires: Aboriginal planners say the bush 'needs to burn' https://t.co/MFxS8C7YXa
1962,fire,Carshalton,"Yesterday, I said kangaroos were digging holes to save their Joeys from #AustralianBushfires. Several Australian field bi…"
1963,fire,,Yup some vegetation require the bush fires to be able to grow.
1964,fire,,"Question: Do sports administrators &amp; directors of sports governing bodies, globally and in Australia, in the wake of t…"
1965,fire,"Brisbane, Queensland","In pairs, our workshop participants designed &amp; coded a disaster detector system! 🚨 This pair designed a rural fire detect…"
1966,fire,,"I care about root causes, actual facts demonstrated, evidence, not LEA… https://t.co/4Y5nZTKHsx"
1967,fire,,"Smoke from Aussie bush fires to circle the Earth, spreading pollution: Nasa https://t.co/82lxgUCTaV"
1968,fire,Ghana,"Please and please again, there should be no burning of refuse, especially, in this harmattan season when bush fires can eas…"
1969,fire,"New South Wales, Australia","The first vintage of the decade will tell a story of strength, persistence and loss in the Hunter Valley. Smoke from recent b…"
1970,fire,"Sydney, Australia",So Big Ears appointing some dude to talk to people about prevention of bush fires and will take up to 6 months to finish ne…
1971,fire,France,"If you like knitting, you might want to help the Animal Rescue Craft Guild in Australia by knitting a cosy nest, pouch…"
1972,fire,,"At 9:00pm there are 105 bush and grass fires burning across NSW, with 38 not yet contained. All fires are currently at the Advi…"
1973,fire,Southern California,THE GREAT AUSTRALIAN BUSH FIRES: The 2019-2020 Australian summer is an apocalyptic warning of what climate change can d…
1974,fire,Southern California,KANGAROO ISLAND’S UNIQUE WILDLIFE DEVASTATED IN BUSH FIRES – Read more about it on my blog: https://t.co/a2OUQRRuST #B…
1975,fire,,"Well, I asked what the definition for ""climate change"" is, possibly t… https://t.co/DOLcbcHGVG"
1976,fire,"Brisbane, Australia","In pairs, our workshop participants designed &amp; coded a disaster detector system! 🚨 This pair designed a rural fire… https://t.co/tQFhDH1fys"
1977,fire,,"This story of Jimmy is utterly heartbreaking. 'When people talk about these fires, they often speak of being overwhelmed b…"
1978,fire,,A picture can speak a thousand words..... God Bless all those who are fighting the terrible Australian Bush fires. They are t…
1979,fire,,About managing Mother Nature and taking Responsibility to prohibit unnecessary uncontrollable bush fires. It´s Natu… https://t.co/3km6ceVJrQ
1980,fire,,"Jeff Bezos says Amazon is donating $690,000 to Australian bush fire efforts – Billionaire Amazon founder Jeff Bezos… https://t.co/3LNRSSOa8d"
1981,fire,,Heartening photos show how the Aussie bush is already regrowing https://t.co/uxq693KKIB
1982,fire,,Photos show the Australian bush coming back to life weeks after fires https://t.co/1XxnCDeH2u via
1983,fire,Mostly London,So what happened to Australian bush fires? Or the tens of thousands of people displaced in the Philippines due to a… https://t.co/QNj5IFoozz
1984,fire,"West Hartford, CT",BBC News - Australia fires: Aboriginal planners say the bush 'needs to burn' https://t.co/4BBuMTIksr
1985,fire,"Austin, TX","Jeff Bezos says Amazon is donating $690,000 to Australian bush fire efforts...#CNBC #Tech https://t.co/kivhyOuMYn"
1986,fire,California,I think we will experience more bush fires with world temperatures rise. 😔😔😐 May God help us... We must take steps… https://t.co/hZlpG23K2x
1987,fire,living @ pink glow cloud,me: talks about how j*ff b*zos deserves to be thrown into the australian bush fires he doesnt help out with his imm… https://t.co/oi6G1yPvgQ
1988,fire,"wakatipu, aotearoa | she/her ","The Australian bush fires have been and continue to be devastating. We, like many others, feel we have a responsibility t…"
1989,fire,Australia,Photos show the Australian bush coming back to life weeks after fires https://t.co/1XxnCDeH2u via
1990,fire,,IT WAS FAKE NEWS TO DIVERT ATTENTION OF THE PLANET..JUST LIKE FAKE BUSH FIRES OF USA......UNQUOTE
1991,fire,,A run has been set up to raise money for the Australian Red Cross to help support those affected by the bush fires. Sun 19…
1992,fire,"Genève, Suisse",The ongoing Australian bush fires with more than 1 billion wild animal victims is a first grade biodiversity catastrop…
1993,fire,,"Two Men arrested on suspicion of terrorism in Australia for starting bush-fires, laugh.... Nearly half a billion animals h…"
3295,flood,,As a result of this betrayal is this sentence from the most widespread and normalized homosexual activity in the deluge.
3296,flood,,The #insurance sector has seen a deluge of disruption (from multiple directions). Which model shows the most promis… https://t.co/kc79XwiQe2
3297,flood,"Wombwell, Barnsley ",We try our best each week. It’s a deluge of poetry so some people get less of a resp…
3298,flood,throat,"Something is going wrong—badly, horrifically wrong—with America’s young white men. It’s happening largely online, but it’s s…"
3299,flood,Australia,I know Bro. Every piece of our history is a lie. The history we know was stolen from the One's that… https://t.co/8BWx2CPqx8
3300,flood,,creek craving deceive decelerate deluge demeanor demolish denote discard disdain
3301,flood,,That figure was for the Brexit Festival. More figure manipulation by the r… https://t.co/aZEkXngX3v
3302,flood,The forgotten place,How do you believe anything else when the relentless deluge of bad doesn’t rest
3303,flood,Nigeria,"in his opinion states that if NERC has found it necessary to increase the tarrif, this may lead to a… https://t.co/E0TUP5Zepl"
3304,flood,Australia,"This was before #MurdochDerangementSyndrome hit our shores, a strong -ve IOD led to a cold and wet winter/spring. https://t.co/22zq6hQR8B"
3305,flood,,We could have some imaginative names like: Fustercluck Shitstorm Shambles Deluge T… https://t.co/J4HtYi7cqg
3306,flood,"Scotland, United Kingdom",Was great to get a spray of gravity and ascopure down today with the walk boom before the incoming del…
3307,flood,"Fucktown, USA","Once work calms down, y'all better be ready for a deluge of Keep Your Hands Off Eizouken! fan art"
3308,flood,,Well how about every Republican in Congress takes it in turn to react and comment to an #IMPOTUS tweet. That way th… https://t.co/YwR9c98aAH
3309,flood,"Αττική, Ελλάς",The #insurance sector has seen a deluge of disruption (from multiple directions). Which model shows the most promis… https://t.co/CKiQwaRd9m
3310,flood,South London,One of the problems about living in Bermondsey the moment anyone mentions “biblical weather” we expect… https://t.co/JmFGIzZTzs
3311,flood,L'île inconnue,"Guess 2012 was on the cuspm of #DeleteFacebook after that, came the deluge. of twits"
3312,flood,St.Elsewhere.,To slap any of them who says such rubbish next to me is what I crave to do. Imagine th…
3313,flood,Bangalore,"#Training 💻 Learn about Deluge scripting, third-party app integration, AI, mobile SDKs in Creator, and much more. Join thi…"
3314,flood,"Rosscarbery, Co. Cork","It’s weird after deluge &amp; driving wind, now it’s windy &amp; cold. Time out to light the fire &amp; warm up https://t.co/91rXQAVeUC"
3315,flood,"Wales, United Kingdom",We try our best each week. It’s a deluge of poetry so some people get less of a r… https://t.co/aTfRJa8nkw
3316,flood,"Reading,Berkshire,England,UK",You may need your brolly today ☔ #rdguk #weather #slough https://t.co/U1LZZEvAIH
3317,flood,"Houston, TX","I think we did to Clemson what they did to bama last year, which is basically the only way you win this game… https://t.co/FjABo57ly4"
3318,flood,PRETORIA,See this Instagram video by https://t.co/iNiaSKX9p4
3319,flood,,To slap any of them who says such rubbish next to me is what I crave to do. Ima… https://t.co/IRNzEDH2U7
3320,flood,,(Data ∩ Water) Terms_final_final * Lake * Stream * Flow * Storm™ * Cloud * Fog * Pipeline * Firehose * Hydrate * Filter * C…
3321,flood,Pleasanton/Chennai,"#Training 💻 Learn about Deluge scripting, third-party app integration, AI, mobile SDKs in Creator, and much more. J… https://t.co/TxGYDMgxH2"
3322,flood,,A deluge is like a backdate
3323,flood,House Tyrell of Highgarden,APP TO???? OR WEBSITE??? OMG I STILL REMEMBER POKEMON DELUGE CIRCA 2010
3324,flood,"Russell Island, Qld Australia","A sudden deluge of rain could fall in bushfire-ravaged parts of New South Wales this weekend, if forecasts prove correc…"
3325,flood,,A sudden deluge of rain could fall in bushfire-ravaged parts of New South Wales this weekend. https://t.co/5FjxKKZ3nN #NSW…
3326,flood,,But DO keep rattling the bars and screaming about how TERRIFIED!!! everyone should be so the constant deluge of how… https://t.co/4UZ1sh3Ern
3327,flood,"Skinwalker Territory, Arizona",The eternal landlord
3328,flood,Mexico,Increased fertility from IQ-gap income-premium wont stem the deluge of incontinent Dimwit reproduction… https://t.co/RFrJLrxBL2
3329,flood,"Knoxville, TN",sure am digging this deluge of hyper-criticism perpetually hounding the only significant female candidate for presi… https://t.co/rUE2FLqOKl
3330,flood,You Figure It Out!,"I’ve struggled with that a bit. On point, I can’t think of a prominent recent head of state with o… https://t.co/ifXCxIfUFY"
3331,flood,,Online fact-checkers confront deluge of bushfire misinformation https://t.co/ZxSaPDkAia via
3332,flood,"Bhubaneshwar, India",Pro #CAA deluge in Kharge's backyard. #SupportCAA https://t.co/eJ8wxa5BS4
3333,flood,Shropshire,"With #CCPA now taking effect, many businesses will start to see #data subject requests come into their systems by the thous…"
3334,flood,"Seattle, WA","With #CCPA now taking effect, many businesses will start to see #data subject requests come into their systems by t… https://t.co/POMdK98PW5"
3335,flood,,"They ran it well before she confirmed it, and ran it despite her campaign refusing to comm… https://t.co/HCAlV56NWU"
3336,flood,,Massive deluge on the way! Wooohooo
3337,flood,"new york, ny","Here comes your Twitter deluge, BUT, it is POSITIVE. I respect you so much for putting country over… https://t.co/lXcpNXxKPF"
3338,flood,"New York City, NY",Black man say jew is white man’s king Unbelievably based
3339,flood,London,Vodafone joins ‘deluge’ of companies banning limited company contractors over IR35 reform https://t.co/NyWc5Xz8zY #ir35 #con…
3340,flood,,"Oh, and you bolstered my hatred of landlords as a social thing. I'm more open about that now, I alw… https://t.co/JsXeEGAeLJ"
3341,flood,,"I always had a certain degree of respect for sex workers, but your video I guess made me more open… https://t.co/n1ovabk4x0"
3342,flood,,This comment section is fucking cancer. This Laila person is probably wrong. Vaush's point was misunderstoo… https://t.co/cugXN49b9z
3343,flood,she/her,"I look forward to the deluge of ""Is it mortally okay if I want to bang Ewan McGregor's Black Mask?"" posts…"
3344,flood,,People try and argue this... Why. It's basic logic 😂 If I abstained from drawing until after I graduat… https://t.co/sA8Ym8yCcf
3345,flood,,"Forecasters are saying there’s “a lot of rain to go round in the next eight days”, with parts of bushfire-ravaged area…"
3346,flood,burritoblanket,sorry for the deluge again i've been wanting to say all that for at least 2 months and found the opportunity sdfjs
3347,flood,"Angeles City, Pampanga",Ang lala hahaha I woke up to a deluge of death threats HAHAHAHA
3348,flood,"Bristol, RI",The Science behind how the Great Deluge carved out the Earth...https://t.co/dagtmea0yN
3349,flood,priv @BoyLoudy,how is deluge
3350,flood,Midwest Red State,He seems to be crumbling more rapidly now. There is a deluge of bad news for him and I don't think he's coping…
3351,flood,"Perth, Western Australia",Online fact-checkers confront deluge of bushfire misinformation https://t.co/4HYGuIrSKH
3352,flood,Torreón 🇲🇽,"Venice’s worst flood happened in 1966. At the time, experts thought the flood was a once-in-800 year event. November’s flood…"
3353,flood,alappuzha,"Not to angelise IUML, however, can't help but saying that IUML had done yeoman work during Kerala delug… https://t.co/WstMyfcJn7"
3354,flood,,so right after debate deadline there's a deluge of polls showing Yang at 5%...
3355,flood,"Indianapolis, IN",Let the deluge of emails begin!
3356,flood,i despise you giuli,"to some extent, I agree But Mormonism goes beyond. Esp. early Mormonism. It represen… https://t.co/0FN8vnqXmQ"
3357,flood,"Ottawa, Canada","... i've played D&amp;D for nearly fifteen years now, and it has only very recently and very hesitantly don… https://t.co/ykmU5zEdOq"
3358,flood,860-316-4776,Before the #Tuesday #podcast deluge hits be sure to check out our interviews with (27:40) and …
3359,flood,Melbourne VIC AUS,Torrential rain was greeted like an old friend in Northern Territory communities this weekend after a tropical weat… https://t.co/h7JzseQrSH
3360,flood,LONDON-UK,Well just cry me yet another f^&amp;king deluge 😡 https://t.co/o99QkNFdoc
3361,flood,,"#MovieMonday #OurHospitality, 1923 is #BusterKeaton’s 1st masterpiece, said #RogerEbert &amp; there was a deluge of positi…"
3362,flood,Gensokyo,Mormonism is just Islam for Americans
3363,flood,i despise you giuli,"as with all things, synthesize.... pagan synthesized with king jesus??? = charles manson"
3364,flood,"Arkansas, USA","""With a deluge of self-help and motivational books on the market, it might seem mystifying why so few people manage to actuall…"
3365,flood,,"I haven't noticed much of a difference between that and the former, but more importantly, the latter is… https://t.co/ll4M1pXY4J"
3366,flood,"he	\ they",really gonna take an L and download Deluge BitTorrent Client
3367,flood,NH,Hayward breaks the seal but I’m afraid we’ll still see a deluge of “5 trade scenarios involving Gordon Hayward” stories tomorrow.
3368,flood,"Surrey, British Columbia","I've heard people complain About buckets of rain, As though rain was sent to destroy 'em; And you'd think that they're…"
3369,flood,"Perth, Western Australia","Forecasters are saying there’s “a lot of rain to go round in the next eight days”, with parts of bushfire-ravaged a… https://t.co/8jYY7W5vuM"
3370,flood,Twitter.com,"Since the officials have clearly decided they're all in on the Caps tonight, Brind'Amour should just get tossed. Tort…"
3371,flood,chicago,Bernie's surging in the polls so get ready — we're all about to be deluged by manufactured controversies. https://t.co/sjCK…
3372,flood,,"2/ On , we decided to cover the story in great detail and, to our surprise, in the last month our videos have been…"
3373,flood,Eurasie,From 8 AM this morning: Bernie’s surging in the polls so get ready — we’re all about to be deluged by manufactured controve…
3374,flood,,Bernie's surging in the polls so get ready — we're all about to be deluged by manufactured controversies. https://t.co/fy…
3375,flood,,"Wow, I asked a question about interviewing yesterday and I've been deluged with responses, from candidates, recruit… https://t.co/3lW4Ep5aL3"
3376,flood,hell,Bernie’s surging in the polls so get ready — we’re all about to be deluged by manufactured controversies. This week… https://t.co/KQhHyK7qLV
3377,flood,PNW,"PLEASE READ! YOUR CALL,EVERY SINGLE CALL MATTERS! IT CAN CHANGE THE MIND OF YOUR REPRESENTATIVES! Remember the vote on AC…"
3378,flood,,Bernie's surging in the polls so get ready — we're all about to be deluged by manufactured controversies. https://t.co/E…
3379,flood,"Takoma Park, MD","After Austria had a long drought in 2007, I flew into Vienna to visit my partner while they studied… https://t.co/6y7jJCSTmt"
3380,flood,US,"PLEASE READ! YOUR CALL,EVERY SINGLE CALL MATTERS! IT CAN CHANGE THE MIND OF YOUR REPRESENTATIVES! Remember the vote… https://t.co/B7Qk8Z3fxE"
4601,earthquake,兵庫 神戸市 中央区,「Disasters + Creative” #Exhibition- Practice at Parsons School of Design and 25-Year History of the Great Hanshin-A… https://t.co/R7DtXt4k7D
4602,earthquake,Cyprus,https://t.co/HvxhwYJ0jF Food truck offers free food for earthquake-affected tourists in Lombok | #Cyprus #aftodioikisi
4603,earthquake,4,#EarthquakePH #EarthquakeCavite Earthquake Information No.1 Date and Time: 14 Jan 2020 - 04:13 PM Magnitude = 2.0 Depth…
4604,earthquake,Send me,"Hey, loves! Tip lang coming from someone who survived a 7.2 magnitude earthquake and volunteered all around the province…"
4605,earthquake,"Jalisco, Mexico",#Sismo M 4.5 SOUTHEAST OF EASTER ISLAND. 14-01-2020 07:31 UTC https://t.co/lQweuzpmE7 #Temblor #CSEM #EMSC… https://t.co/k0lTi1Tjvz
4606,earthquake,Cagayan De Oro City,Puerto Rico - Earthquake 🌋 South Korea - Bush fire 🔥 Mexico volcano erupting 🌋 Guatemala volcano is still erupting 🌋 In…
4607,earthquake,都内,"Hello iKONIC please pray for everyone who lives near the ‘Taal volcano’ in the Philippines, they had a phreatic erupti…"
4608,earthquake,"New Jersey, USA",Map of felt reports received so far following the #earthquake M4.1 in Puerto Rico Region 41 min ago https://t.co/TruDdNKx3k
4609,earthquake,Chile,Temblor: mb 4.5 SOUTHEAST OF EASTER ISLAND: Magnitude mb 4.5 Region SOUTHEAST OF EASTER ISLAND Date time 2020… https://t.co/LMmKlDi1Bz
4610,earthquake,Pokuase,"Forget all these education debates.. Who remembers the time when apparently, there was going to be an earthquake in Gh…"
4611,earthquake,"México,City","M 4.5, Southeast of Easter Island #earthquake #Sismo https://t.co/D4TqNwuMgU"
4612,earthquake,"México,City","M 4.3, Myanmar-India Border Region #earthquake #Sismo https://t.co/rF4lj6DQUN"
4613,earthquake,"México,City","M 4.7, Philippine Islands Region #earthquake #Sismo https://t.co/znRbUCPT5N"
4614,earthquake,,"UNSILENT. The Democrats aren’t ready for the Earthquake #WalkAway is bringing in 2020. This Thursday, Jan. 16th, find o…"
4615,earthquake,"Atlanta, GA",Our fellow Americans in Puerto Rico can use our support after this week’s earthquakes. They’ve shown their enduring spirit…
4616,earthquake,Farmville Va,"Seeing a US territory, #PuertoRico suffer from lack of infrastructure has me worried you ar… https://t.co/RIhyIupviV"
4617,earthquake,,Another quake: A 4.0 magnitude earthquake occurred 6km NW of Agoncillo (Batangas) at 11:39 PM. It was felt in Tagaytay…
4618,earthquake,,Is Vancouver getting another earthquake soon
4619,earthquake,Namkanda,Puerto Rico - Earthquake 🌋 South Korea - Bush fire 🔥 Mexico volcano erupting 🌋 Guatemala volcano is still erupting 🌋 Ind…
4620,earthquake,Republic of the Philippines,Earthquake Information No.1 Date and Time: 14 Jan 2020 - 04:33 PM Magnitude = 1.6 Depth = 025 kilometers Location = 13.8…
4621,earthquake,"West Village, Manhattan",Haitians are still asking where the money is from the last earthquake where the Crooked Clinton Foundation collected billi…
4622,earthquake,Pasig City,JUST IN: An earthquake was felt in parts of CALABARZON and Metro Manila. Details to follow.
4623,earthquake,,I had a great time visiting Kumamoto! I learned about the steady recovery from the 2016 earthquake and discussed the U.S.-J…
4624,earthquake,"USA, Australia, Indonesia, NZ & Japan","A M4.7 earthquake has been reported by the GEOFON for M 4.7, Philippine Islands Region. Link: https://t.co/rRGeAgetcb"
4625,earthquake,United States,"After this weekend's 6.0 earthquake, we continue to pray for our fellow American citizens in Puerto Rico. Trump Admin mu…"
4626,earthquake,"USA, Australia, Indonesia, NZ & Japan",A M1.7 earthquake has been reported by the GeoNetNZ for 15 km north of Turangi. Link: https://t.co/QA7vx03M6x
4627,earthquake,"USA, Australia, Indonesia, NZ & Japan",A M2.4 earthquake has been reported by the GeoNetNZ for 10 km north-west of Culverden. Link: https://t.co/FbZzc4WOdl
4628,earthquake,"San Juan, PR","42 min.ago #earthquake 3.6 has hit Canas Barrio (Ponce), Puerto Rico, 3.7mi, 4:07 AM AST (RSPR)… https://t.co/DfgMZAmpGX"
4629,earthquake,United Kingdom,#PUERTORICO: The grant will go to the Foundation for Earthquake Relief Fund which will be used to activate a serie… https://t.co/AD4lUt8pKq
4630,earthquake,United Kingdom,"#PUERTORICO: EVERTEC, yesterday announced that the Company will donate $50,000 for earthquake relief in Puerto Rico. https://t.co/aCugo3o5oE"
4631,earthquake,,"""We're prepared to go camping, but we're not prepared for camping to come to us."" Insights into why the Pacific Nor… https://t.co/h2KwDctMtZ"
4632,earthquake,"Cairo, Egypt","#Earthquake (#sismo) M4.5 strikes 1,402 km W of #Castro (#Chile) 1hr 13min ago. More info: https://t.co/smgzgbPYn2"
4633,earthquake,"based in Paris, works globally",Map of felt reports received so far following the #earthquake M4.1 in Puerto Rico Region 41 min ago https://t.co/TruDdNKx3k
4634,earthquake,"Washington, DC","That’s good, because I’m getting ready to hit that continent with a massive earthquake!"
4635,earthquake,"Bronx,NY","35 min.ago #earthquake 3.6 has hit Canas Barrio (Ponce), Puerto Rico, 3.7mi, 4:07 AM AST (RSPR) https://t.co/Wjp7xWbzuA #Tem…"
4636,earthquake,"Brighton & Hove, UK",M2.4 quake causing weak shaking near Culverden https://t.co/IYjdhcZWjZ
4637,earthquake,United States,"3.1 magnitude #earthquake. 14 km from #Volcano, HI, United States https://t.co/kszc5iyIVl"
4638,earthquake,"Jigjidjav St, Ulaanbaatar",3.5 magnitude earthquake recorded in Bulgan aimag #MONTSAME #Mongolia https://t.co/yteSvu24Q8
4639,earthquake,"Wellington, New Zealand",M2.4 quake causing weak shaking near Culverden https://t.co/IYjdhcZWjZ
4640,earthquake,,Reminder that Haiti saw less than 5% of all the money that was donated after the earthquake in 2010
4641,earthquake,"Alabama, USA",Tammy the slob sold a cow and then fell asleep before waking up to an earthquake
4642,earthquake,South Africa,Silsby was the founder of The New Life Children’s Refuge. This NGO’s goal was to rescue children orphaned by natural disas…
4979,earthquake,,"While visiting Jawaharlal Nehru University (JNU), the new epicentre for violent protests in the country, Congress MP Shash…"
4980,earthquake,Spain,#Spain undiscovered #gems: #Requena is known for its many wineries. This picturesque town was originally the epicen… https://t.co/hQ0isff9ql
4981,earthquake,Malaysia,"Hiring for Account Assistant (SPM with 1 year working experience) Salary RM1,600 📍KL +Staff purchase discount +Annual Di…"
4982,earthquake,"Whitminster,Glos.",We support efforts in tackling the poaching crisis in Chizarira National Park. The park was the epicentre…
4983,earthquake,,That time when me and Nikki shut down live room because 'it was too rowdy' 😂🔥 https://t.co/RCmZnxTWx2
4984,earthquake,Barnet,If capitalism constantly continually caused troubling pain to same epicentre and they cho… https://t.co/vmylA5tPeC
4985,earthquake,Mooloolaba,"Cudgewa in the epicentre of the fires near Corryong, all pasture paddocks burnt , houses burnt , stock losses , cattle now be…"
4986,earthquake,,SHINE Ibiza. The epicentre of trance in the summer at with …
4987,earthquake,ddmlmdlgmlmlpgacclgcllc.gc,This means the only way i can describe my policy and theory is through uncountable number of absurd hyperprecise ar… https://t.co/WGjHU3iNIL
4988,earthquake,Chennai,#FattyLiver is the epicentre of all lifestyle diseases for Indians. 1 in 3 in Delhi has it. We need to address this early…
4989,earthquake,Cadigal-Wangal land/Sydney NSW,10 years ago today at 4:53pm a 7.0 earthquake struck Haiti 🇭🇹 The épicentre was close to Léogâne. It hit as people were le…
4990,earthquake,"Eivissa, Spain",SHINE Ibiza. The epicentre of trance in the summer at with … https://t.co/awLQlSSjyl
4991,earthquake,,"While visiting Jawaharlal Nehru University (JNU), the new epicentre for violent protests in the country, Congress MP Shashi…"
4992,earthquake,Australia,We're streaming the Reunion Show on January 17th at 8:30pm AEDT. It’s $9.95 AUD to stream the show with all proceeds going…
4993,earthquake,,Australia is the epicentre right now of a multi-billion dollar orchestrated campaign by the mining industry &amp; big media to…
4994,earthquake,,"For those asking... It will be available on demand too! Same link, same donation, but you can watch it at your leisure! Mak…"
4995,earthquake,"Duncan, British Columbia",Must be nice to not have lived in the epicentre where our community is still dealing with it and acts of violence a… https://t.co/MJAl3wIIOC
4996,earthquake,,#FattyLiver is the epicentre of all lifestyle diseases for Indians. 1 in 3 in Delhi has it. We need to address thi… https://t.co/p14vddScZO
4997,earthquake,Ireland | Scotland | Inuit | Россия | Skandinavien,"Stigmabase | HIV — state of the HIV epidemic in rural KwaZulu-Natal, South Africa: South Africa is at the epicentre… https://t.co/WAXzEx2hqq"
4998,earthquake,Ireland | Scotland | Inuit | Россия | Skandinavien,"Stigmabase — state of the HIV epidemic in rural KwaZulu-Natal, South Africa: South Africa is at the epicentre of t… https://t.co/58KFGs8L6x"
4999,earthquake,Americas | United Kingdom,"Newsroom | HIV : South Africa is at the epicentre of the HIV pandemic, with the world's highest number of new… https://t.co/Gst6uaA5EF"
5000,earthquake,Americas | United Kingdom,"HIV | #Stigmabase — South Africa is at the epicentre of the HIV pandemic, with the world's highest number of new… https://t.co/txDkF9kgie"
5001,earthquake,India,"While visiting Jawaharlal Nehru University (JNU), the new epicentre for violent protests in the country, Congress M… https://t.co/IOpIZTcDgj"
5002,earthquake,"Penrith, Sydney","Just say it. Australia is run by a propaganda mill in Murdoch. All 3 ‘leaders’ of the UK, US &amp; Aus were…"
5003,earthquake,,The epicentre of the universe. 😊
5004,earthquake,,Let us make 2020 a watershed year for the nation. Let us #MakeBlockchainInIndia and make India the epicentre of the Global Bl…
5005,earthquake,Melbourne,Bloke on the tram just spilled the vast majority of his chocolate Big M all over the floor. Then moved away from th… https://t.co/PHpobOJnUk
